order_id,session_id,anchor_id,product_sku,platform,quantity,unit_price,total_amount,discount_amount,paid_amount,profit,status,order_time,paid_time
ORD_ea7e24b65aa6,淘宝直播_20260605_8d2abff0,TB_3340,SKU6384,淘宝直播,8,639.981056,5119.85,68.13,5051.72,0,completed,2026-06-05T22:31:26.880061,
ORD_11eac7b2ea37,淘宝直播_20260605_8d2abff0,TB_3340,SKU9829,淘宝直播,8,1414.648435,11317.19,1621,9696.19,0,pending,2026-06-05T22:31:26.879808,
ORD_9b3dc7c1e1d4,淘宝直播_20260605_8d2abff0,TB_3340,SKU3379,淘宝直播,4,1638.786021,6555.14,217.71,6337.43,0,shipped,2026-06-05T22:31:26.879559,
ORD_0960d3961d52,淘宝直播_20260605_8d2abff0,TB_3340,SKU1247,淘宝直播,1,203.285782,203.29,0.79,202.5,0,paid,2026-06-05T22:31:26.879298,
ORD_dd7c20752beb,淘宝直播_20260605_8d2abff0,TB_3340,SKU6472,淘宝直播,7,1070.423206,7492.96,1173.65,6319.31,0,pending,2026-06-05T22:31:26.879042,
ORD_e09b13f3b2d5,淘宝直播_20260605_8d2abff0,TB_3340,SKU7481,淘宝直播,6,1368.504658,8211.03,237.75,7973.28,0,shipped,2026-06-05T22:31:26.878780,
ORD_eab4c1b9de45,淘宝直播_20260605_8d2abff0,TB_3340,SKU3299,淘宝直播,1,470.536228,470.54,79.11,391.43,0,shipped,2026-06-05T22:31:26.878527,
ORD_3074fb1f92f0,淘宝直播_20260605_8d2abff0,TB_3340,SKU4095,淘宝直播,1,93.898823,93.9,7.11,86.79,0,completed,2026-06-05T22:31:26.878276,
ORD_fa97c1363fd5,淘宝直播_20260605_8d2abff0,TB_3340,SKU9147,淘宝直播,5,1606.017152,8030.09,309.32,7720.77,0,shipped,2026-06-05T22:31:26.878015,
ORD_14932637a473,淘宝直播_20260605_8d2abff0,TB_3340,SKU8806,淘宝直播,3,1317.287381,3951.86,286.09,3665.77,0,paid,2026-06-05T22:31:26.877761,
ORD_882939956d79,淘宝直播_20260605_8d2abff0,TB_3340,SKU2775,淘宝直播,4,1178.668463,4714.67,680.72,4033.95,0,completed,2026-06-05T22:31:26.877512,
ORD_f0d2f57f9093,淘宝直播_20260605_8d2abff0,TB_3340,SKU4166,淘宝直播,5,153.72663,768.63,124.49,644.14,0,shipped,2026-06-05T22:31:26.877262,
ORD_47debe12f3c8,淘宝直播_20260605_8d2abff0,TB_3340,SKU8254,淘宝直播,2,44.192504,88.39,16.59,71.8,0,paid,2026-06-05T22:31:26.877005,
ORD_25857c097822,淘宝直播_20260605_8d2abff0,TB_3340,SKU2741,淘宝直播,5,1246.095347,6230.48,796.45,5434.03,0,completed,2026-06-05T22:31:26.876754,
ORD_1446e7bf4ca4,淘宝直播_20260605_8d2abff0,TB_3340,SKU3086,淘宝直播,3,1602.11334,4806.34,707.45,4098.89,0,shipped,2026-06-05T22:31:26.876485,
ORD_87ebfb6485ef,淘宝直播_20260605_8d2abff0,TB_3340,SKU8841,淘宝直播,8,1365.217706,10921.74,1036.84,9884.9,0,pending,2026-06-05T22:31:26.876233,
ORD_bbf78f3f6c94,淘宝直播_20260605_8d2abff0,TB_3340,SKU6344,淘宝直播,6,1299.625957,7797.76,46.94,7750.82,0,shipped,2026-06-05T22:31:26.875980,
ORD_b6d635249775,淘宝直播_20260605_8d2abff0,TB_3340,SKU1120,淘宝直播,7,985.067112,6895.47,912.83,5982.64,0,paid,2026-06-05T22:31:26.875725,
ORD_eabe5de7ec40,淘宝直播_20260605_8d2abff0,TB_3340,SKU9016,淘宝直播,5,1841.397385,9206.99,706.13,8500.86,0,shipped,2026-06-05T22:31:26.875461,
ORD_63e37a89202a,淘宝直播_20260605_8d2abff0,TB_3340,SKU2549,淘宝直播,1,681.644957,681.64,95.89,585.75,0,paid,2026-06-05T22:31:26.875182,
ORD_632b9f669d57,淘宝直播_20260605_8d2abff0,TB_3340,SKU1730,淘宝直播,6,500.102063,3000.61,237.19,2763.42,0,paid,2026-06-05T22:31:26.874870,
ORD_0c2335771843,淘宝直播_20260605_8d2abff0,TB_3340,SKU1548,淘宝直播,4,731.441803,2925.77,208.13,2717.64,0,completed,2026-06-05T22:31:26.874396,
ORD_249830761ffb,淘宝直播_20260605_8d2abff0,TB_3340,SKU3933,淘宝直播,8,971.489493,7771.92,62.77,7709.15,0,pending,2026-06-05T22:31:26.873532,
ORD_783705e9f2c7,淘宝直播_20260605_8d2abff0,TB_3340,SKU3797,淘宝直播,7,1464.943575,10254.61,1377.98,8876.63,0,completed,2026-06-05T22:31:26.873279,
ORD_ac47d3e1481c,淘宝直播_20260605_8d2abff0,TB_3340,SKU5773,淘宝直播,8,1677.141989,13417.14,2345.26,11071.88,0,completed,2026-06-05T22:31:26.873023,
ORD_7488fb9f093c,淘宝直播_20260605_8d2abff0,TB_3340,SKU7286,淘宝直播,4,1670.869229,6683.48,346.47,6337.01,0,pending,2026-06-05T22:31:26.872770,
ORD_3f27b7595818,淘宝直播_20260605_8d2abff0,TB_3340,SKU4515,淘宝直播,3,1792.002791,5376.01,505.46,4870.55,0,shipped,2026-06-05T22:31:26.872513,
ORD_9e9417ecd007,淘宝直播_20260605_8d2abff0,TB_3340,SKU3297,淘宝直播,2,1538.608503,3077.22,451.54,2625.68,0,paid,2026-06-05T22:31:26.872253,
ORD_fff29d467708,淘宝直播_20260605_8d2abff0,TB_3340,SKU1795,淘宝直播,2,1293.316043,2586.63,303.82,2282.81,0,shipped,2026-06-05T22:31:26.871996,
ORD_ebfd87ac296e,淘宝直播_20260605_8d2abff0,TB_3340,SKU7975,淘宝直播,3,659.198239,1977.59,59.99,1917.6,0,pending,2026-06-05T22:31:26.871738,
ORD_dfc7adb6f9eb,淘宝直播_20260605_8d2abff0,TB_3340,SKU3016,淘宝直播,8,1849.057451,14792.46,2761.26,12031.2,0,completed,2026-06-05T22:31:26.871462,
ORD_ff636bbdddd7,淘宝直播_20260605_8d2abff0,TB_3340,SKU5711,淘宝直播,8,435.116301,3480.93,404.85,3076.08,0,completed,2026-06-05T22:31:26.871165,
ORD_3cdbd866d7dd,淘宝直播_20260605_8d2abff0,TB_3340,SKU4918,淘宝直播,6,1069.904298,6419.43,420.06,5999.37,0,paid,2026-06-05T22:31:26.870811,
ORD_2cdb85e12cc2,淘宝直播_20260605_8d2abff0,TB_3340,SKU5325,淘宝直播,5,795.492729,3977.46,534.28,3443.18,0,completed,2026-06-05T22:31:26.870360,
ORD_a2cbe97e3495,淘宝直播_20260605_8d2abff0,TB_3340,SKU7499,淘宝直播,2,924.12186,1848.24,143.04,1705.2,0,completed,2026-06-05T22:31:26.870104,
ORD_12b3acc5c940,淘宝直播_20260605_8d2abff0,TB_3340,SKU2964,淘宝直播,7,1561.885617,10933.2,1429.86,9503.34,0,completed,2026-06-05T22:31:26.869841,
ORD_74967ed7a639,淘宝直播_20260605_8d2abff0,TB_3340,SKU6216,淘宝直播,7,1209.65045,8467.55,462.4,8005.15,0,shipped,2026-06-05T22:31:26.869588,
ORD_2a3ce0a97c2a,淘宝直播_20260605_8d2abff0,TB_3340,SKU6245,淘宝直播,7,832.424863,5826.97,95.71,5731.26,0,pending,2026-06-05T22:31:26.869334,
ORD_ec4d58f092f4,淘宝直播_20260605_8d2abff0,TB_3340,SKU7932,淘宝直播,2,1709.852737,3419.71,225.49,3194.22,0,pending,2026-06-05T22:31:26.869077,
ORD_fc0d2e693064,淘宝直播_20260605_8d2abff0,TB_3340,SKU4513,淘宝直播,5,1784.291417,8921.46,624.46,8297,0,paid,2026-06-05T22:31:26.868817,
ORD_d0a668c0953d,淘宝直播_20260605_8d2abff0,TB_3340,SKU1602,淘宝直播,3,863.299343,2589.9,27.29,2562.61,0,completed,2026-06-05T22:31:26.868555,
ORD_cfe639bb350f,淘宝直播_20260605_8d2abff0,TB_3340,SKU5301,淘宝直播,7,1380.086736,9660.61,236.42,9424.19,0,paid,2026-06-05T22:31:26.868306,
ORD_9d5344de3c4c,淘宝直播_20260605_8d2abff0,TB_3340,SKU6016,淘宝直播,3,691.589773,2074.77,334.44,1740.33,0,shipped,2026-06-05T22:31:26.868049,
ORD_d3e3b1199923,淘宝直播_20260605_8d2abff0,TB_3340,SKU7000,淘宝直播,5,996.83866,4984.19,80.61,4903.58,0,pending,2026-06-05T22:31:26.867786,
ORD_e2a4409479f4,淘宝直播_20260605_8d2abff0,TB_3340,SKU2892,淘宝直播,2,1010.547554,2021.1,132.72,1888.38,0,shipped,2026-06-05T22:31:26.867521,
ORD_fd8b3bf076bc,淘宝直播_20260605_8d2abff0,TB_3340,SKU2573,淘宝直播,4,1620.654363,6482.62,977.31,5505.31,0,pending,2026-06-05T22:31:26.867248,
ORD_603d4c5e2bf8,淘宝直播_20260605_8d2abff0,TB_3340,SKU3646,淘宝直播,2,1583.25354,3166.51,620.32,2546.19,0,pending,2026-06-05T22:31:26.866938,
ORD_68399ba64d06,淘宝直播_20260605_8d2abff0,TB_3340,SKU9679,淘宝直播,8,179.486468,1435.89,196.06,1239.83,0,completed,2026-06-05T22:31:26.866616,
ORD_10429d04a3d5,淘宝直播_20260605_8d2abff0,TB_3340,SKU4648,淘宝直播,1,1836.69134,1836.69,135.68,1701.01,0,paid,2026-06-05T22:31:26.866301,
ORD_5722daa23a43,淘宝直播_20260605_8d2abff0,TB_3340,SKU2099,淘宝直播,3,1230.239722,3690.72,517.04,3173.68,0,pending,2026-06-05T22:31:26.865452,
ORD_3b77ad825b8e,淘宝直播_20260605_8d2abff0,TB_3340,SKU5334,淘宝直播,1,1291.101092,1291.1,111.81,1179.29,0,paid,2026-06-05T22:31:26.865191,
ORD_5859a42375a2,淘宝直播_20260605_8d2abff0,TB_3340,SKU1122,淘宝直播,8,1579.358047,12634.86,1469.74,11165.12,0,pending,2026-06-05T22:31:26.864934,
ORD_ffa279465923,淘宝直播_20260605_8d2abff0,TB_3340,SKU8195,淘宝直播,5,825.603693,4128.02,734.97,3393.05,0,shipped,2026-06-05T22:31:26.864676,
ORD_200d60fdaf01,淘宝直播_20260605_8d2abff0,TB_3340,SKU6724,淘宝直播,1,1800.348796,1800.35,0.19,1800.16,0,pending,2026-06-05T22:31:26.864419,
ORD_84dd9ce250ee,淘宝直播_20260605_8d2abff0,TB_3340,SKU9551,淘宝直播,5,204.557127,1022.79,5.39,1017.4,0,paid,2026-06-05T22:31:26.864157,
ORD_73482f534bc3,淘宝直播_20260605_8d2abff0,TB_3340,SKU6160,淘宝直播,6,764.364595,4586.19,194.11,4392.08,0,paid,2026-06-05T22:31:26.863899,
ORD_188860376e84,淘宝直播_20260605_8d2abff0,TB_3340,SKU5808,淘宝直播,6,1688.110843,10128.67,1037.17,9091.5,0,paid,2026-06-05T22:31:26.863648,
ORD_85551c3a1daf,淘宝直播_20260605_8d2abff0,TB_3340,SKU1305,淘宝直播,5,1840.433099,9202.17,953.5,8248.67,0,completed,2026-06-05T22:31:26.863390,
ORD_5f154ec3bd7b,淘宝直播_20260605_8d2abff0,TB_3340,SKU9464,淘宝直播,4,1933.330667,7733.32,1237.39,6495.93,0,paid,2026-06-05T22:31:26.863114,
ORD_d3b04099d99f,淘宝直播_20260605_8d2abff0,TB_3340,SKU9926,淘宝直播,2,1498.084506,2996.17,41.26,2954.91,0,pending,2026-06-05T22:31:26.862832,
ORD_e0da894a7bd3,淘宝直播_20260605_8d2abff0,TB_3340,SKU5195,淘宝直播,6,257.571201,1545.43,180.03,1365.4,0,pending,2026-06-05T22:31:26.862548,
ORD_dd3c53c48791,淘宝直播_20260605_8d2abff0,TB_3340,SKU9095,淘宝直播,8,1635.662317,13085.3,2230.44,10854.86,0,paid,2026-06-05T22:31:26.862223,
ORD_8a54ff857c8f,淘宝直播_20260605_8d2abff0,TB_3340,SKU6697,淘宝直播,3,1062.889605,3188.67,148.28,3040.39,0,completed,2026-06-05T22:31:26.861870,
ORD_77d89e7b442e,淘宝直播_20260605_8d2abff0,TB_3340,SKU2318,淘宝直播,6,480.705573,2884.23,261.77,2622.46,0,paid,2026-06-05T22:31:26.861452,
ORD_09f97200d319,淘宝直播_20260605_8d2abff0,TB_3340,SKU3102,淘宝直播,5,605.91972,3029.6,142.84,2886.76,0,paid,2026-06-05T22:31:26.861032,
ORD_73af30f1320a,淘宝直播_20260605_8d2abff0,TB_3340,SKU2155,淘宝直播,1,1611.182945,1611.18,216.67,1394.51,0,paid,2026-06-05T22:31:26.860562,
ORD_f4f84527a76a,淘宝直播_20260605_8d2abff0,TB_3340,SKU2055,淘宝直播,6,1756.510475,10539.06,1981.9,8557.16,0,shipped,2026-06-05T22:31:26.860309,
ORD_131644e46d72,淘宝直播_20260605_8d2abff0,TB_3340,SKU6263,淘宝直播,6,909.865856,5459.2,7.49,5451.71,0,shipped,2026-06-05T22:31:26.860053,
ORD_febf8dbf1b14,淘宝直播_20260605_8d2abff0,TB_3340,SKU5615,淘宝直播,3,1639.904137,4919.71,267.08,4652.63,0,paid,2026-06-05T22:31:26.859792,
ORD_fe6bfad8cb39,淘宝直播_20260605_8d2abff0,TB_3340,SKU5946,淘宝直播,8,1211.192334,9689.54,1555.74,8133.8,0,paid,2026-06-05T22:31:26.859530,
ORD_26aae2002ab7,淘宝直播_20260605_8d2abff0,TB_3340,SKU5727,淘宝直播,8,1267.505211,10140.04,399,9741.04,0,completed,2026-06-05T22:31:26.859259,
ORD_2f20c771c99e,淘宝直播_20260605_8d2abff0,TB_3340,SKU8488,淘宝直播,7,1105.289836,7737.03,277.86,7459.17,0,paid,2026-06-05T22:31:26.858982,
ORD_f1d1df68b83e,淘宝直播_20260605_8d2abff0,TB_3340,SKU7065,淘宝直播,5,196.171176,980.86,125.51,855.35,0,pending,2026-06-05T22:31:26.858575,
ORD_cbdef49eed00,淘宝直播_20260605_8d2abff0,TB_3340,SKU6847,淘宝直播,8,1054.611149,8436.89,513.92,7922.97,0,completed,2026-06-05T22:31:26.858192,
ORD_75c61a5f1636,淘宝直播_20260605_8d2abff0,TB_3340,SKU9971,淘宝直播,2,176.225747,352.45,58.53,293.92,0,completed,2026-06-05T22:31:26.857703,
ORD_561e5966f7dc,淘宝直播_20260605_8d2abff0,TB_3340,SKU8624,淘宝直播,5,1958.381916,9791.91,512.15,9279.76,0,completed,2026-06-05T22:31:26.857016,
ORD_cf8af22871f0,淘宝直播_20260605_8d2abff0,TB_3340,SKU8113,淘宝直播,3,1533.651368,4600.95,17.22,4583.73,0,paid,2026-06-05T22:31:26.856064,
ORD_086ba27115fb,淘宝直播_20260605_8d2abff0,TB_3340,SKU6592,淘宝直播,6,536.778432,3220.67,498.24,2722.43,0,pending,2026-06-05T22:31:26.855802,
ORD_33eeee261bc5,淘宝直播_20260605_8d2abff0,TB_3340,SKU7722,淘宝直播,8,1776.341059,14210.73,1862.77,12347.96,0,pending,2026-06-05T22:31:26.855543,
ORD_2f2ccb17091d,淘宝直播_20260605_8d2abff0,TB_3340,SKU2767,淘宝直播,1,1649.77716,1649.78,276.83,1372.95,0,completed,2026-06-05T22:31:26.855290,
ORD_2ec2363b1a99,淘宝直播_20260605_8d2abff0,TB_3340,SKU1272,淘宝直播,6,52.619326,315.72,25.22,290.5,0,pending,2026-06-05T22:31:26.855041,
ORD_0d1bf7657316,淘宝直播_20260605_8d2abff0,TB_3340,SKU4116,淘宝直播,8,353.555891,2828.45,351.16,2477.29,0,shipped,2026-06-05T22:31:26.854788,
ORD_8fc2ed900de1,淘宝直播_20260605_8d2abff0,TB_3340,SKU6044,淘宝直播,1,1620.353627,1620.35,149.01,1471.34,0,paid,2026-06-05T22:31:26.854526,
ORD_97d7795144af,淘宝直播_20260605_8d2abff0,TB_3340,SKU2455,淘宝直播,7,1943.559406,13604.92,1963,11641.92,0,pending,2026-06-05T22:31:26.854266,
ORD_9fdce1d37f00,淘宝直播_20260605_8d2abff0,TB_3340,SKU6162,淘宝直播,2,1180.566959,2361.13,405.47,1955.66,0,completed,2026-06-05T22:31:26.854001,
ORD_a875b0336118,淘宝直播_20260605_8d2abff0,TB_3340,SKU9260,淘宝直播,6,281.863227,1691.18,308.46,1382.72,0,paid,2026-06-05T22:31:26.853733,
ORD_fe5a80901af6,淘宝直播_20260605_8d2abff0,TB_3340,SKU6546,淘宝直播,3,1870.43022,5611.29,162.96,5448.33,0,pending,2026-06-05T22:31:26.853473,
ORD_2184174e5544,淘宝直播_20260605_8d2abff0,TB_3340,SKU6415,淘宝直播,8,817.208892,6537.67,329.29,6208.38,0,completed,2026-06-05T22:31:26.853214,
ORD_efd9635dcbf0,淘宝直播_20260605_8d2abff0,TB_3340,SKU1075,淘宝直播,3,393.031564,1179.09,173.27,1005.82,0,completed,2026-06-05T22:31:26.852944,
ORD_85ee3e4ea218,淘宝直播_20260605_8d2abff0,TB_3340,SKU6880,淘宝直播,8,1145.255717,9162.05,350.11,8811.94,0,paid,2026-06-05T22:31:26.852669,
ORD_1a05b7ef3b3f,淘宝直播_20260605_8d2abff0,TB_3340,SKU1605,淘宝直播,2,1420.796139,2841.59,151.85,2689.74,0,pending,2026-06-05T22:31:26.852380,
ORD_044f573068dc,淘宝直播_20260605_8d2abff0,TB_3340,SKU3647,淘宝直播,7,581.134122,4067.94,534.08,3533.86,0,pending,2026-06-05T22:31:26.852100,
ORD_c90adcff5069,淘宝直播_20260605_8d2abff0,TB_3340,SKU9839,淘宝直播,1,1684.469273,1684.47,20.09,1664.38,0,pending,2026-06-05T22:31:26.851797,
ORD_86610f87588e,淘宝直播_20260605_8d2abff0,TB_3340,SKU3957,淘宝直播,5,1645.167146,8225.84,843.75,7382.09,0,completed,2026-06-05T22:31:26.851443,
ORD_a52c48f6a7d5,淘宝直播_20260605_956ae63a,TB_9454,SKU7363,淘宝直播,4,1982.120204,7928.48,1506.88,6421.6,0,pending,2026-06-05T22:31:26.837101,
ORD_2947cf9744dc,淘宝直播_20260605_956ae63a,TB_9454,SKU3269,淘宝直播,2,819.056051,1638.11,82.7,1555.41,0,completed,2026-06-05T22:31:26.836841,
ORD_0d90c84303d8,淘宝直播_20260605_956ae63a,TB_9454,SKU5196,淘宝直播,3,395.582423,1186.75,46.38,1140.37,0,completed,2026-06-05T22:31:26.836575,
ORD_fe38321ffe7f,淘宝直播_20260605_956ae63a,TB_9454,SKU2374,淘宝直播,4,876.913992,3507.66,38.17,3469.49,0,pending,2026-06-05T22:31:26.836325,
ORD_e3e5186e404f,淘宝直播_20260605_956ae63a,TB_9454,SKU7353,淘宝直播,4,186.688245,746.75,91.83,654.92,0,completed,2026-06-05T22:31:26.836074,
ORD_6d65e7f90f76,淘宝直播_20260605_956ae63a,TB_9454,SKU4571,淘宝直播,7,1335.779614,9350.46,487.35,8863.11,0,completed,2026-06-05T22:31:26.835820,
ORD_2b99124e956d,淘宝直播_20260605_956ae63a,TB_9454,SKU3340,淘宝直播,2,1139.362792,2278.73,307.04,1971.69,0,completed,2026-06-05T22:31:26.835559,
ORD_9bcaef596ac6,淘宝直播_20260605_956ae63a,TB_9454,SKU3910,淘宝直播,1,987.31766,987.32,81.71,905.61,0,paid,2026-06-05T22:31:26.835302,
ORD_50a626b976a2,淘宝直播_20260605_956ae63a,TB_9454,SKU1681,淘宝直播,2,298.155533,596.31,28.87,567.44,0,completed,2026-06-05T22:31:26.835054,
ORD_c179a2d72b6f,淘宝直播_20260605_956ae63a,TB_9454,SKU7436,淘宝直播,1,247.093561,247.09,42.53,204.56,0,completed,2026-06-05T22:31:26.834796,
ORD_4d70ec3e7924,淘宝直播_20260605_956ae63a,TB_9454,SKU7597,淘宝直播,7,1942.468008,13597.28,2504.93,11092.35,0,shipped,2026-06-05T22:31:26.834233,
ORD_ff092a7649a6,淘宝直播_20260605_956ae63a,TB_9454,SKU7314,淘宝直播,6,124.908668,749.45,6.32,743.13,0,completed,2026-06-05T22:31:26.833976,
ORD_e49c170af2a2,淘宝直播_20260605_956ae63a,TB_9454,SKU6922,淘宝直播,3,321.179377,963.54,63.07,900.47,0,paid,2026-06-05T22:31:26.833709,
ORD_ef8dfa1c6a16,淘宝直播_20260605_956ae63a,TB_9454,SKU5119,淘宝直播,7,469.347287,3285.43,365.11,2920.32,0,completed,2026-06-05T22:31:26.833441,
ORD_23c0cd146806,淘宝直播_20260605_956ae63a,TB_9454,SKU3306,淘宝直播,2,999.25981,1998.52,338.01,1660.51,0,shipped,2026-06-05T22:31:26.833158,
ORD_d05dd0c72bc5,淘宝直播_20260605_956ae63a,TB_9454,SKU7844,淘宝直播,3,1096.631485,3289.89,144.23,3145.66,0,completed,2026-06-05T22:31:26.832844,
ORD_f0201aae170e,淘宝直播_20260605_956ae63a,TB_9454,SKU6150,淘宝直播,6,1849.028136,11094.17,1817.76,9276.41,0,shipped,2026-06-05T22:31:26.832351,
ORD_e12bd10b6dfc,淘宝直播_20260605_956ae63a,TB_9454,SKU3372,淘宝直播,6,1910.097711,11460.59,2018.53,9442.06,0,completed,2026-06-05T22:31:26.831927,
ORD_64d2c741c1ea,淘宝直播_20260605_956ae63a,TB_9454,SKU6714,淘宝直播,3,1792.216669,5376.65,155.7,5220.95,0,pending,2026-06-05T22:31:26.831675,
ORD_59d4d24bd13e,淘宝直播_20260605_956ae63a,TB_9454,SKU3355,淘宝直播,1,1026.392754,1026.39,147.88,878.51,0,completed,2026-06-05T22:31:26.831432,
ORD_e988cba89879,淘宝直播_20260605_956ae63a,TB_9454,SKU9425,淘宝直播,8,1768.686876,14149.5,1073.58,13075.92,0,paid,2026-06-05T22:31:26.831186,
ORD_de1e0bbc0276,淘宝直播_20260605_956ae63a,TB_9454,SKU8063,淘宝直播,6,955.2821,5731.69,187.98,5543.71,0,paid,2026-06-05T22:31:26.830941,
ORD_60c4ad50c826,淘宝直播_20260605_956ae63a,TB_9454,SKU3901,淘宝直播,8,1688.891305,13511.13,1023.53,12487.6,0,completed,2026-06-05T22:31:26.830689,
ORD_c3c4630d2f8a,淘宝直播_20260605_956ae63a,TB_9454,SKU5301,淘宝直播,3,1306.320161,3918.96,392.87,3526.09,0,pending,2026-06-05T22:31:26.830435,
ORD_f38dd92743b0,淘宝直播_20260605_956ae63a,TB_9454,SKU9786,淘宝直播,6,281.701467,1690.21,152.3,1537.91,0,shipped,2026-06-05T22:31:26.830182,
ORD_d7d5a5a35911,淘宝直播_20260605_956ae63a,TB_9454,SKU4748,淘宝直播,5,742.636945,3713.18,677.02,3036.16,0,pending,2026-06-05T22:31:26.829930,
ORD_51619ccebf1c,淘宝直播_20260605_956ae63a,TB_9454,SKU6922,淘宝直播,5,99.458942,497.29,43.12,454.17,0,completed,2026-06-05T22:31:26.829680,
ORD_fa6988d1c93b,淘宝直播_20260605_956ae63a,TB_9454,SKU2166,淘宝直播,7,306.073019,2142.51,267.18,1875.33,0,completed,2026-06-05T22:31:26.829413,
ORD_aacd01e627b8,淘宝直播_20260605_956ae63a,TB_9454,SKU5242,淘宝直播,3,1019.064718,3057.19,525.38,2531.81,0,paid,2026-06-05T22:31:26.829147,
ORD_030656c62d8d,淘宝直播_20260605_956ae63a,TB_9454,SKU6519,淘宝直播,8,590.087248,4720.7,895.39,3825.31,0,shipped,2026-06-05T22:31:26.828880,
ORD_d3a9b9a3f3b6,淘宝直播_20260605_956ae63a,TB_9454,SKU6631,淘宝直播,3,180.401916,541.21,59.35,481.86,0,paid,2026-06-05T22:31:26.828622,
ORD_f688ff58cc62,淘宝直播_20260605_956ae63a,TB_9454,SKU2909,淘宝直播,5,1715.458802,8577.29,26.6,8550.69,0,pending,2026-06-05T22:31:26.828360,
ORD_6bd169ddd710,淘宝直播_20260605_956ae63a,TB_9454,SKU2177,淘宝直播,7,1676.571032,11736,1784.02,9951.98,0,pending,2026-06-05T22:31:26.828091,
ORD_05bba7f58bc3,淘宝直播_20260605_956ae63a,TB_9454,SKU5904,淘宝直播,8,1473.431111,11787.45,1486.37,10301.08,0,paid,2026-06-05T22:31:26.827819,
ORD_0014750f6ed2,淘宝直播_20260605_956ae63a,TB_9454,SKU4287,淘宝直播,7,1161.805746,8132.64,1068.4,7064.24,0,pending,2026-06-05T22:31:26.827555,
ORD_41e530c8143d,淘宝直播_20260605_956ae63a,TB_9454,SKU4916,淘宝直播,6,1636.374264,9818.25,1345.45,8472.8,0,completed,2026-06-05T22:31:26.827289,
ORD_80097870c87d,淘宝直播_20260605_956ae63a,TB_9454,SKU8346,淘宝直播,1,646.989129,646.99,47.37,599.62,0,completed,2026-06-05T22:31:26.827015,
ORD_19cdf1b5015d,淘宝直播_20260605_956ae63a,TB_9454,SKU7454,淘宝直播,3,1014.787189,3044.36,474.6,2569.76,0,paid,2026-06-05T22:31:26.826751,
ORD_f4ae66730702,淘宝直播_20260605_956ae63a,TB_9454,SKU1347,淘宝直播,2,970.936968,1941.87,216.92,1724.95,0,pending,2026-06-05T22:31:26.826470,
ORD_aae58ddb157b,淘宝直播_20260605_956ae63a,TB_9454,SKU8897,淘宝直播,4,1557.811162,6231.24,413.6,5817.64,0,pending,2026-06-05T22:31:26.826175,
ORD_fa5bd50171ba,淘宝直播_20260605_956ae63a,TB_9454,SKU4535,淘宝直播,2,941.503089,1883.01,106.93,1776.08,0,completed,2026-06-05T22:31:26.825895,
ORD_a344ada30ba4,淘宝直播_20260605_956ae63a,TB_9454,SKU2447,淘宝直播,3,289.550167,868.65,147.02,721.63,0,shipped,2026-06-05T22:31:26.825617,
ORD_559b8819b601,淘宝直播_20260605_956ae63a,TB_9454,SKU5943,淘宝直播,6,1342.280318,8053.68,240.05,7813.63,0,completed,2026-06-05T22:31:26.825278,
ORD_e1548e664fa8,淘宝直播_20260605_956ae63a,TB_9454,SKU9296,淘宝直播,5,977.207689,4886.04,111.02,4775.02,0,shipped,2026-06-05T22:31:26.824704,
ORD_7b89ab4cc440,淘宝直播_20260605_956ae63a,TB_9454,SKU2114,淘宝直播,3,871.584874,2614.75,388.76,2225.99,0,paid,2026-06-05T22:31:26.823392,
ORD_55f709b5abd6,淘宝直播_20260605_956ae63a,TB_9454,SKU8207,淘宝直播,6,1050.496954,6302.98,1080.32,5222.66,0,completed,2026-06-05T22:31:26.821887,
ORD_6a6fbbeb64b5,淘宝直播_20260605_956ae63a,TB_9454,SKU4770,淘宝直播,6,139.707305,838.24,72.14,766.1,0,completed,2026-06-05T22:31:26.820836,
ORD_c946df1cf1d2,淘宝直播_20260605_956ae63a,TB_9454,SKU1679,淘宝直播,3,760.581544,2281.74,324.61,1957.13,0,paid,2026-06-05T22:31:26.819831,
ORD_bf9f5f83b567,淘宝直播_20260605_956ae63a,TB_9454,SKU1092,淘宝直播,3,1538.386005,4615.16,698.39,3916.77,0,shipped,2026-06-05T22:31:26.818547,
ORD_57f30fd93101,淘宝直播_20260605_956ae63a,TB_9454,SKU9796,淘宝直播,3,911.17646,2733.53,339.62,2393.91,0,shipped,2026-06-05T22:31:26.816970,
ORD_388fe6595365,淘宝直播_20260605_956ae63a,TB_9454,SKU1503,淘宝直播,2,1149.450097,2298.9,69.35,2229.55,0,shipped,2026-06-05T22:31:26.815080,
ORD_7902d50b0ad0,淘宝直播_20260605_956ae63a,TB_9454,SKU7968,淘宝直播,2,1315.048437,2630.1,131.37,2498.73,0,shipped,2026-06-05T22:31:26.814600,
ORD_fb0e2e2881b9,淘宝直播_20260605_956ae63a,TB_9454,SKU8802,淘宝直播,4,434.055638,1736.22,118.56,1617.66,0,pending,2026-06-05T22:31:26.814335,
ORD_ffa9fdc9f978,淘宝直播_20260605_956ae63a,TB_9454,SKU5089,淘宝直播,3,1515.665473,4547,147.01,4399.99,0,paid,2026-06-05T22:31:26.814060,
ORD_ca360655e5a9,淘宝直播_20260605_956ae63a,TB_9454,SKU6397,淘宝直播,6,531.218023,3187.31,88.31,3099,0,pending,2026-06-05T22:31:26.813764,
